lr,num_epochs
0.0012956308769824852,9
0.000524852388119345,5
0.00016148754549733625,3
0.00012217563515037286,2
9.18061925448973e-05,3
9.845754269991022e-05,2
6.85463186532641e-05,2
4.344365941068411e-05,4
4.546776240475802e-05,2
4.233394554490168e-05,2
