lr,num_epochs
0.0014434971803264258,8
0.0003103113459720494,8
8.060361547597987e-05,8
8.469315608870842e-05,7
1.4436238365514745e-05,4
1.3460480129013345e-05,6
1.018794321099332e-05,5
2.2755416064125144e-05,6
1.105585292852383e-05,4
1.105585292852383e-05,4
