lr,num_epochs
0.0010613993465029565,10
0.0005892860638588258,5
0.00014866965589549388,7
3.439881751207009e-05,8
1.6939987844363646e-05,7
1.692255015911999e-05,10
6.4922835227939e-05,4
1.7250117652813963e-05,8
1.2685320515694841e-05,8
1.141962196815649e-05,8
