lr,num_epochs
0.0010643833735736465,9
0.00021474143210521612,9
8.011306329738307e-05,7
7.40837797111704e-05,6
1.3719885390343571e-05,4
2.220239611184613e-05,2
1.0972790342110672e-05,5
5.518381769687899e-05,2
3.992075612188076e-05,2
2.220239611184613e-05,2
