lr,num_epochs
0.0009845742955925491,8
0.00027850308513350467,5
0.00011685142537873645,3
9.375526590184023e-05,3
0.00014667068367065872,2
7.309554262104379e-05,2
0.00010039777997557426,2
7.309554262104379e-05,2
3.17514365411976e-05,2
3.992075612188076e-05,2
