lr,num_epochs,ewc_lambda
0.0006320064192079835,7,211
0.0004606493748296178,8,3071
0.00019117341536192974,9,3680
0.0001889451674210676,9,2454
0.00019117341536192974,9,3680
7.35724590855049e-05,8,2677
7.35724590855049e-05,8,2677
2.2724375391254548e-05,8,3148
2.2805395336406714e-05,2,675
2.2805395336406714e-05,2,675
