lr,num_epochs
0.0010102227026563824,14
0.0006165943614187447,4
0.00018208896662073258,8
8.584306990098125e-05,2
1.0704578865784069e-05,13
6.945416884534884e-05,2
6.945416884534884e-05,2
8.685940507549192e-05,2
5.853721801497018e-05,3
1.9272507848240028e-05,4
