lr,num_epochs
0.0010613993465029565,10
0.00035785825126318145,10
5.693999236845094e-05,8
3.439881751207009e-05,8
1.2163723776019951e-05,7
1.3700369022255493e-05,6
1.2376780105057525e-05,6
1.141962196815649e-05,10
1.2376780105057525e-05,6
1.3700369022255493e-05,6
