lr,num_epochs,ewc_lambda
0.0013381562463871826,7,4808
0.000590121592387563,9,2265
0.0004896099223936574,5,3091
0.000590121592387563,9,2265
6.0744314718402326e-05,6,1055
9.377776451913088e-05,4,1151
3.016779895608726e-05,5,3154
0.00024691039421486413,5,953
2.1576594614865902e-05,4,204
2.1576594614865902e-05,4,204
