lr,num_epochs
0.0006931898681782758,10
0.0001361000778656132,6
6.435206041946081e-05,4
3.5497549307524166e-05,4
3.5497549307524166e-05,4
3.4977868537488824e-05,3
6.0447857165110686e-05,4
1.1082492894005036e-05,9
1.9763533903276062e-05,4
1.018794321099332e-05,5
