lr,num_epochs
0.0006598937615518467,10
0.00017610350460029643,10
5.693999236845094e-05,8
1.7254905983643217e-05,8
1.7254905983643217e-05,8
1.6932793447288795e-05,7
1.692255015911999e-05,8
1.141962196815649e-05,10
1.2376780105057525e-05,6
1.2163723776019951e-05,7
