lr,num_epochs
0.00061419200196109,9
0.00017785455956594617,6
1.0704578865784069e-05,9
1.0704578865784069e-05,9
1.9272507848240028e-05,3
2.50857416970309e-05,2
5.853721801497018e-05,2
1.9272507848240028e-05,3
1.3683499997491782e-05,2
2.6898552021514104e-05,2
