lr,num_epochs
0.0010619712508629533,9
0.0006727346705320368,5
3.691550964592279e-05,7
4.900638042779588e-05,9
1.2711009975823635e-05,7
1.0061535646956217e-05,8
1.0061535646956217e-05,8
1.7858837730777723e-05,8
1.0061535646956217e-05,8
1.0061535646956217e-05,8
