lr,num_epochs
0.0019912536553068835,10
0.0005311484090409248,6
0.00010051225659205151,6
0.00021275344463256337,5
0.0004492256311852842,4
0.0001179922355487594,3
1.7127292080904724e-05,6
2.7259393568675894e-05,3
4.111484137473082e-05,6
2.748626710348816e-05,2
